,0
0,441.6666666666683
1,363.66666666666765
2,338.3333333333337
3,368.0000000000008
4,20.0
5,1.3333333333333333
6,0.6666666666666666
7,1.3333333333333333
8,244.9999999999995
9,9.666666666666668
10,171.66666666666657
11,82.00000000000001
12,13.333333333333332
13,1.3333333333333333
14,0.6666666666666666
15,0.6666666666666666
16,378.0000000000008
17,314.3333333333334
18,353.0000000000006
19,306.3333333333333
20,26.000000000000004
21,1.3333333333333333
22,0.6666666666666666
23,1.3333333333333333
24,401.0000000000011
25,296.6666666666666
26,287.66666666666646
27,282.33333333333314
28,26.33333333333334
29,1.3333333333333333
30,0.6666666666666666
31,1.3333333333333333
32,282.9999999999998
33,85.33333333333336
34,236.3333333333329
35,88.33333333333337
36,10.333333333333334
37,0.6666666666666666
38,0.6666666666666666
39,0.6666666666666666
40,606.6666666666667
41,530.0000000000017
42,540.6666666666681
43,519.3333333333353
44,26.66666666666667
45,1.3333333333333333
46,0.6666666666666666
47,1.3333333333333333
