,0
0,294.33333333333337
1,181.66666666666652
2,188.99999999999974
3,177.3333333333332
4,267.6666666666663
5,268.99999999999966
6,269.66666666666634
7,267.3333333333329
8,278.9999999999997
9,125.33333333333347
10,257.6666666666661
11,196.33333333333312
12,321.00000000000017
13,322.0000000000002
14,322.0000000000002
15,321.00000000000017
16,315.3333333333335
17,307.66666666666674
18,315.0000000000001
19,303.99999999999994
20,291.6666666666666
21,290.3333333333332
22,289.3333333333332
23,287.99999999999983
24,319.66666666666686
25,318.3333333333335
26,316.66666666666686
27,312.0000000000001
28,292.9999999999999
29,292.3333333333332
30,291.6666666666665
31,291.6666666666665
32,293.3333333333332
33,293.3333333333332
34,292.9999999999999
35,289.33333333333314
36,287.33333333333314
37,248.3333333333328
38,229.99999999999957
39,220.6666666666663
40,224.9999999999996
41,199.99999999999972
42,221.6666666666663
43,202.99999999999972
44,163.99999999999994
45,67.66666666666664
46,114.33333333333344
47,101.66666666666674
