,0
0,461.33333333333394
1,627.9999999999997
2,484.66666666666754
3,493.3333333333347
4,1162.6666666666654
5,1162.3333333333321
6,1163.6666666666656
7,1162.9999999999989
8,1155.9999999999986
9,1009.9999999999949
10,1080.9999999999966
11,1063.999999999996
12,1160.9999999999986
13,1163.3333333333321
14,1159.6666666666656
15,1155.6666666666652
16,993.9999999999939
17,814.9999999999983
18,821.3333333333318
19,794.3333333333314
20,919.33333333333
21,878.9999999999969
22,896.6666666666636
23,886.9999999999968
24,1163.6666666666656
25,1164.9999999999989
26,1149.9999999999989
27,1160.9999999999986
28,1166.3333333333321
29,1156.9999999999989
30,1155.999999999999
31,1149.9999999999989
32,1160.3333333333321
33,1161.6666666666658
34,1149.6666666666652
35,1153.6666666666654
36,1162.9999999999986
37,1157.6666666666654
38,1152.333333333332
39,1154.6666666666652
40,1162.3333333333323
41,1163.6666666666658
42,1160.9999999999989
43,1167.6666666666654
44,1164.3333333333323
45,1299.333333333332
46,1369.9999999999961
47,1352.33333333333
