,0
0,1112.3333333333337
1,997.0
2,1087.0
3,959.3333333333333
4,1008.6666666666667
5,1008.3333333333334
6,1009.0
7,1008.6666666666666
8,138.33333333333331
9,12.666666666666666
10,40.0
11,9.666666666666666
12,44.333333333333336
13,8.666666666666666
14,41.99999999999999
15,13.666666666666668
16,6.0
17,5.666666666666667
18,4.0
19,5.666666666666667
20,6.0
21,4.666666666666667
22,4.666666666666666
23,6.0
24,49.66666666666667
25,45.00000000000001
26,45.0
27,45.66666666666667
28,6.0
29,6.0
30,4.666666666666666
31,6.0
32,43.00000000000001
33,46.33333333333333
34,46.66666666666667
35,43.0
36,6.0
37,5.0
38,5.666666666666666
39,6.0
40,49.66666666666667
41,48.333333333333336
42,46.0
43,51.66666666666667
44,6.0
45,6.0
46,6.0
47,6.0
48,498.3333333333353
49,251.99999999999943
50,480.6666666666686
51,480.33333333333525
52,551.0000000000011
53,551.3333333333345
54,552.000000000001
55,555.3333333333345
56,268.333333333333
57,171.99999999999986
58,196.99999999999974
59,179.3333333333332
60,290.3333333333332
61,251.99999999999943
62,225.66666666666623
63,221.9999999999996
64,335.00000000000034
65,320.33333333333354
66,335.00000000000034
67,317.3333333333335
68,307.66666666666674
69,306.6666666666667
70,308.66666666666674
71,302.3333333333333
72,346.0000000000005
73,341.3333333333339
74,345.00000000000057
75,332.33333333333377
76,304.33333333333337
77,304.3333333333333
78,305.6666666666667
79,296.6666666666666
80,285.9999999999998
81,126.33333333333348
82,265.99999999999955
83,198.3333333333331
84,154.66666666666666
85,64.3333333333333
86,93.66666666666671
87,101.00000000000007
88,349.66666666666714
89,350.66666666666714
90,350.66666666666714
91,349.66666666666714
92,307.6666666666667
93,307.33333333333337
94,305.6666666666667
95,306.0
96,574.3333333333329
97,0.0
98,0.0
99,0.6666666666666666
100,0.6666666666666666
101,0.6666666666666666
102,0.6666666666666666
103,0.6666666666666666
104,0.6666666666666666
105,0.6666666666666666
106,0.6666666666666666
107,0.6666666666666666
108,0.6666666666666666
109,0.6666666666666666
110,0.6666666666666666
111,0.6666666666666666
112,0.6666666666666666
113,0.6666666666666666
114,0.6666666666666666
115,0.6666666666666666
116,0.6666666666666666
117,0.6666666666666666
118,0.6666666666666666
119,0.6666666666666666
120,0.6666666666666666
121,0.6666666666666666
122,0.6666666666666666
123,0.6666666666666666
124,0.6666666666666666
125,0.6666666666666666
126,0.6666666666666666
127,0.6666666666666666
128,0.6666666666666666
129,0.6666666666666666
130,0.6666666666666666
131,0.6666666666666666
132,0.6666666666666666
133,0.6666666666666666
134,0.6666666666666666
135,0.6666666666666666
136,0.6666666666666666
137,0.6666666666666666
138,0.6666666666666666
139,0.6666666666666666
140,0.6666666666666666
141,0.6666666666666666
142,0.6666666666666666
143,0.6666666666666666
