,0
0,13.333333333333334
1,29.333333333333336
2,30.333333333333336
3,10.666666666666666
4,1.3333333333333333
5,3.0
6,2.6666666666666665
7,2.333333333333333
8,26.666666666666664
9,5.333333333333333
10,152.99999999999997
11,3.333333333333333
12,24.0
13,2.6666666666666665
14,12.0
15,8.0
16,4.666666666666666
17,4.0
18,2.6666666666666665
19,2.6666666666666665
20,86.66666666666666
21,83.66666666666667
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
