,0
0,307.33333333333303
1,289.6666666666664
2,277.9999999999999
3,263.99999999999983
4,357.00000000000017
5,229.66666666666657
6,331.6666666666667
7,259.3333333333333
8,1006.0000000000001
9,489.33333333333337
10,925.6666666666666
11,608.6666666666666
12,1115.3333333333335
13,1097.3333333333333
14,1087.6666666666665
15,1076.6666666666665
16,207.33333333333331
17,185.66666666666669
18,173.66666666666669
19,196.66666666666669
20,101.33333333333334
21,54.666666666666664
22,98.33333333333334
23,63.33333333333333
24,1089.6666666666665
25,1053.9999999999995
26,1051.3333333333328
27,1035.3333333333328
28,1130.0
29,1130.0
30,1101.0
31,1108.6666666666665
32,1130.0
33,1118.333333333333
34,1101.6666666666665
35,1094.0
36,824.0
37,816.0000000000001
38,792.0
39,782.3333333333333
40,913.0
41,852.6666666666669
42,873.6666666666665
43,837.3333333333333
44,1130.0
45,1129.666666666667
46,1102.0
47,1127.6666666666665
48,393.6666666666675
49,322.3333333333337
50,280.66666666666646
51,297.33333333333326
52,483.00000000000205
53,481.00000000000193
54,485.00000000000193
55,483.66666666666873
56,584.3333333333336
57,452.6666666666686
58,553.6666666666678
59,497.666666666669
60,784.9999999999962
61,784.9999999999962
62,784.3333333333295
63,784.3333333333295
64,762.3333333333306
65,749.9999999999974
66,731.6666666666663
67,751.333333333331
68,537.666666666668
69,523.6666666666688
70,531.0000000000013
71,519.666666666669
72,543.3333333333348
73,541.6666666666682
74,535.6666666666682
75,540.6666666666682
76,774.3333333333301
77,773.6666666666634
78,771.3333333333303
79,767.9999999999968
80,756.3333333333309
81,740.3333333333313
82,743.9999999999976
83,741.6666666666646
84,332.6666666666671
85,438.000000000001
86,246.6666666666661
87,289.33333333333314
88,536.0000000000018
89,514.0000000000018
90,547.3333333333344
91,550.0000000000014
92,258.3333333333325
93,218.33333333333277
94,234.3333333333324
95,331.33333333333303
96,763.0000000000026
97,648.0000000000013
98,722.3333333333356
99,661.3333333333346
100,432.0000000000005
101,441.6666666666673
102,628.9999999999999
103,626.333333333333
104,1546.3333333333262
105,1542.9999999999932
106,1534.3333333333262
107,1547.3333333333264
108,693.3333333333344
109,624.0000000000001
110,654.0000000000001
111,609.6666666666664
112,1368.6666666666629
113,1351.9999999999968
114,1367.3333333333296
115,1352.33333333333
116,1564.9999999999927
117,1564.9999999999927
118,1561.6666666666592
119,1565.333333333326
120,1560.333333333326
121,1460.9999999999966
122,1535.66666666666
123,1476.9999999999966
124,1554.9999999999927
125,1549.999999999993
126,1527.3333333333264
127,1533.6666666666601
128,1538.9999999999932
129,1521.9999999999939
130,1509.9999999999939
131,1515.3333333333271
132,1539.6666666666595
133,1522.9999999999932
134,1504.6666666666601
135,1517.9999999999934
136,729.6666666666714
137,641.66666666667
138,711.6666666666711
139,625.0000000000033
140,1435.6666666666624
141,1388.3333333333292
142,1393.3333333333298
143,1386.33333333333
